"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2013-8-30","82.09","81.99","82.26","81.89","","0.17%"
"2013-9-2","82.09","82.05","82.31","82.02","","0.00%"
"2013-9-3","82.36","82.30","82.52","82.23","","0.33%"
"2013-9-4","82.17","82.37","82.43","82.08","","-0.23%"
"2013-9-5","82.63","82.20","82.67","82.10","","0.56%"
"2013-9-6","82.15","82.63","82.63","82.04","","-0.58%"
"2013-9-9","81.79","82.26","82.31","81.70","","-0.44%"
"2013-9-10","81.82","81.82","81.98","81.72","","0.04%"
"2013-9-11","81.52","81.83","81.94","81.44","","-0.37%"
"2013-9-12","81.49","81.52","81.69","81.36","","-0.04%"
"2013-9-13","81.45","81.54","81.74","81.40","","-0.05%"
"2013-9-16","81.30","81.23","81.31","80.97","","-0.18%"
"2013-9-17","81.14","81.28","81.35","81.11","","-0.20%"
"2013-9-18","80.24","81.16","81.22","80.06","","-1.11%"
"2013-9-19","80.37","80.24","80.45","80.07","","0.16%"
"2013-9-20","80.43","80.36","80.58","80.30","","0.07%"
"2013-9-23","80.45","80.32","80.53","80.28","","0.02%"
"2013-9-24","80.56","80.46","80.62","80.40","","0.14%"
"2013-9-25","80.33","80.59","80.63","80.29","","-0.29%"
"2013-9-26","80.52","80.36","80.65","80.31","","0.24%"
"2013-9-27","80.29","80.54","80.59","80.11","","-0.29%"
"2013-9-30","80.22","80.34","80.38","80.03","","-0.09%"
"2013-10-1","80.14","80.27","80.32","79.86","","-0.10%"
"2013-10-2","79.90","80.21","80.28","79.78","","-0.30%"
"2013-10-3","79.75","79.90","79.92","79.63","","-0.19%"
"2013-10-4","80.13","79.72","80.19","79.68","","0.48%"
"2013-10-7","79.94","80.06","80.14","79.90","","-0.24%"
"2013-10-8","80.06","79.93","80.08","79.84","","0.15%"
"2013-10-9","80.38","79.91","80.57","79.88","","0.40%"
"2013-10-10","80.42","80.41","80.59","80.36","","0.05%"
"2013-10-11","80.41","80.46","80.54","80.24","","-0.01%"
"2013-10-14","80.26","80.29","80.39","80.13","","-0.19%"
"2013-10-15","80.48","80.38","80.70","80.25","","0.27%"
"2013-10-16","80.47","80.44","80.75","80.28","","-0.01%"
"2013-10-17","79.65","80.52","80.56","79.61","","-1.02%"
"2013-10-18","79.65","79.69","79.76","79.48","","0.00%"
"2013-10-21","79.69","79.62","79.82","79.64","","0.05%"
"2013-10-22","79.23","79.73","79.79","79.18","","-0.58%"
"2013-10-23","79.26","79.26","79.39","79.14","","0.04%"
"2013-10-24","79.19","79.28","79.32","79.08","","-0.09%"
"2013-10-25","79.19","79.21","79.32","79.00","","0.00%"
"2013-10-28","79.25","79.23","79.38","79.15","","0.08%"
"2013-10-29","79.61","79.32","79.67","79.29","","0.45%"
"2013-10-30","79.78","79.61","79.91","79.45","","0.21%"
"2013-10-31","80.19","79.79","80.27","79.68","","0.51%"
"2013-11-1","80.72","80.23","80.78","80.25","","0.66%"
"2013-11-4","80.55","80.69","80.93","80.53","","-0.21%"
"2013-11-5","80.71","80.56","80.81","80.50","","0.20%"
"2013-11-6","80.48","80.69","80.72","80.38","","-0.28%"
"2013-11-7","80.84","80.52","81.46","80.44","","0.45%"
"2013-11-8","81.30","80.89","81.48","80.78","","0.57%"
"2013-11-11","81.09","81.29","81.34","81.06","","-0.26%"
"2013-11-12","81.19","81.09","81.46","81.02","","0.12%"
"2013-11-13","80.93","81.13","81.28","80.73","","-0.32%"
"2013-11-14","81.02","80.81","81.21","80.74","","0.11%"
"2013-11-15","80.85","81.03","81.15","80.78","","-0.21%"
"2013-11-18","80.83","80.82","80.92","80.56","","-0.02%"
"2013-11-19","80.70","80.74","80.84","80.49","","-0.16%"
"2013-11-20","81.11","80.58","81.13","80.53","","0.51%"
"2013-11-21","81.07","81.06","81.29","80.95","","-0.05%"
"2013-11-22","80.71","81.02","81.09","80.64","","-0.44%"
"2013-11-25","80.92","80.69","81.02","80.68","","0.26%"
"2013-11-26","80.61","80.80","80.90","80.60","","-0.38%"
"2013-11-27","80.72","80.64","80.79","80.48","","0.14%"
"2013-11-28","80.72","80.73","80.75","80.54","","0.00%"
"2013-11-29","80.68","80.57","80.68","80.49","","-0.05%"
"2013-12-2","80.92","80.66","80.96","80.50","","0.30%"
"2013-12-3","80.92","80.89","80.99","80.50","","0.00%"
"2013-12-4","80.62","80.63","80.91","80.54","","-0.37%"
"2013-12-5","80.23","80.64","80.83","80.23","","-0.48%"
"2013-12-6","80.31","80.30","80.61","80.22","","0.10%"
"2013-12-9","80.13","80.25","80.33","80.12","","-0.22%"
"2013-12-10","79.97","80.13","80.18","79.84","","-0.20%"
"2013-12-11","79.89","79.98","80.06","79.76","","-0.10%"
"2013-12-12","80.21","79.90","80.25","79.85","","0.40%"
"2013-12-13","80.21","80.23","80.42","80.16","","0.00%"
"2013-12-16","80.07","80.23","80.22","79.92","","-0.17%"
"2013-12-17","80.06","80.10","80.28","79.98","","-0.01%"
"2013-12-18","80.11","80.05","80.62","79.81","","0.06%"
"2013-12-19","80.63","80.52","80.67","80.47","","0.65%"
"2013-12-20","80.58","80.67","80.83","80.39","","-0.06%"
"2013-12-23","80.45","80.53","80.55","80.31","","-0.16%"
"2013-12-24","80.45","80.44","80.61","80.43","","0.00%"
"2013-12-25","80.45","80.54","80.60","80.45","","0.00%"
"2013-12-26","80.48","80.59","80.62","80.44","","0.04%"
"2013-12-27","80.39","80.51","80.52","79.69","","-0.11%"
"2013-12-30","80.00","80.29","80.43","79.93","","-0.49%"
"2013-12-31","80.03","80.00","80.22","79.97","","0.04%"
"2014-1-1","80.03","80.21","80.24","80.10","","0.00%"
"2014-1-2","80.63","80.12","80.71","80.08","","0.75%"
"2014-1-3","80.79","80.57","80.89","80.49","","0.20%"
"2014-1-6","80.65","80.86","80.91","80.54","","-0.17%"
"2014-1-7","80.83","80.69","80.95","80.60","","0.22%"
"2014-1-8","81.02","80.91","81.17","80.83","","0.24%"
"2014-1-9","81.00","81.08","81.19","80.85","","-0.02%"
"2014-1-10","80.66","80.95","81.14","80.53","","-0.42%"
"2014-1-13","80.51","80.58","80.75","80.47","","-0.19%"
"2014-1-14","80.66","80.58","80.70","80.44","","0.19%"
"2014-1-15","81.03","80.66","81.13","80.65","","0.46%"
"2014-1-16","80.91","81.05","81.12","80.77","","-0.15%"
"2014-1-17","81.22","80.93","81.30","80.91","","0.38%"
"2014-1-20","81.22","81.17","81.30","81.04","","0.00%"
"2014-1-21","81.10","81.18","81.39","81.04","","-0.15%"
"2014-1-22","81.17","81.11","81.21","80.96","","0.09%"
"2014-1-23","80.44","81.23","81.31","80.41","","-0.90%"
"2014-1-24","80.46","80.47","80.56","80.15","","0.02%"
"2014-1-27","80.52","80.46","80.56","80.30","","0.07%"
"2014-1-28","80.57","80.49","80.76","80.39","","0.06%"
"2014-1-29","80.50","80.66","80.82","80.44","","-0.09%"
"2014-1-30","81.08","80.57","81.14","80.55","","0.72%"
"2014-1-31","81.31","81.04","81.32","80.99","","0.28%"
"2014-2-3","81.01","81.28","81.32","80.99","","-0.37%"
"2014-2-4","81.12","81.08","81.22","80.99","","0.14%"
"2014-2-5","81.04","81.12","81.24","80.90","","-0.10%"
"2014-2-6","80.91","81.05","81.23","80.72","","-0.16%"
"2014-2-7","80.69","80.89","81.01","80.60","","-0.27%"
"2014-2-10","80.64","80.77","80.76","80.59","","-0.06%"
"2014-2-11","80.64","80.63","80.67","80.45","","0.00%"
"2014-2-12","80.68","80.62","80.83","80.49","","0.05%"
"2014-2-13","80.32","80.70","80.71","80.19","","-0.45%"
"2014-2-14","80.15","80.32","80.33","80.06","","-0.21%"
"2014-2-17","80.14","80.08","80.18","79.95","","-0.01%"
"2014-2-18","80.01","80.17","80.23","79.96","","-0.16%"
"2014-2-19","80.14","79.97","80.23","79.93","","0.16%"
"2014-2-20","80.29","80.22","80.42","80.03","","0.19%"
"2014-2-21","80.24","80.30","80.41","80.18","","-0.06%"
"2014-2-24","80.20","80.28","80.37","80.11","","-0.05%"
"2014-2-25","80.14","80.22","80.26","80.02","","-0.07%"
"2014-2-26","80.43","80.15","80.52","80.09","","0.36%"
"2014-2-27","80.28","80.42","80.58","80.23","","-0.19%"
"2014-2-28","79.69","80.28","80.31","79.69","","-0.73%"
"2014-3-3","80.08","79.90","80.10","79.77","","0.49%"
"2014-3-4","80.17","80.07","80.21","79.92","","0.11%"
"2014-3-5","80.11","80.14","80.27","80.05","","-0.07%"
"2014-3-6","79.66","80.12","80.20","79.59","","-0.56%"
"2014-3-7","79.72","79.66","79.85","79.43","","0.08%"
"2014-3-10","79.77","79.69","79.83","79.63","","0.06%"
"2014-3-11","79.74","79.75","79.93","79.71","","-0.04%"
"2014-3-12","79.61","79.81","79.86","79.55","","-0.16%"
"2014-3-13","79.62","79.59","79.69","79.27","","0.01%"
"2014-3-14","79.45","79.61","79.70","79.31","","-0.21%"
"2014-3-17","79.39","79.43","79.56","79.28","","-0.08%"
"2014-3-18","79.41","79.39","79.54","79.31","","0.03%"
"2014-3-19","80.00","79.38","80.11","79.36","","0.74%"
"2014-3-20","80.19","80.00","80.35","79.92","","0.24%"
"2014-3-21","80.11","80.18","80.23","80.03","","-0.10%"
"2014-3-24","79.93","80.09","80.29","79.75","","-0.22%"
"2014-3-25","79.94","79.93","80.27","79.86","","0.01%"
"2014-3-26","80.03","79.94","80.14","79.92","","0.11%"
"2014-3-27","80.11","80.04","80.20","79.95","","0.10%"
"2014-3-28","80.18","80.15","80.25","80.06","","0.09%"
"2014-3-31","80.10","80.15","80.30","79.96","","-0.10%"
"2014-4-1","80.09","80.10","80.13","79.97","","-0.01%"
"2014-4-2","80.22","80.06","80.28","80.00","","0.16%"
"2014-4-3","80.47","80.23","80.53","80.12","","0.31%"
"2014-4-4","80.42","80.45","80.60","80.34","","-0.06%"
"2014-4-7","80.23","80.44","80.45","80.19","","-0.24%"
"2014-4-8","79.75","80.22","80.23","79.71","","-0.60%"
"2014-4-9","79.48","79.79","79.88","79.47","","-0.34%"
"2014-4-10","79.38","79.51","79.57","79.33","","-0.13%"
"2014-4-11","79.45","79.41","79.57","79.36","","0.09%"
"2014-4-14","79.73","79.62","79.83","79.56","","0.35%"
"2014-4-15","79.80","79.75","79.90","79.69","","0.09%"
"2014-4-16","79.80","79.78","79.87","79.65","","0.00%"
"2014-4-17","79.83","79.81","79.88","79.58","","0.04%"
"2014-4-18","79.83","79.86","79.89","79.81","","0.00%"
"2014-4-21","79.94","79.89","79.99","79.79","","0.14%"
"2014-4-22","79.91","79.96","79.99","79.79","","-0.04%"
"2014-4-23","79.86","79.89","79.92","79.70","","-0.06%"
"2014-4-24","79.80","79.85","79.97","79.75","","-0.08%"
"2014-4-25","79.75","79.75","79.80","79.66","","-0.06%"
"2014-4-28","79.68","79.74","79.84","79.55","","-0.09%"
"2014-4-29","79.81","79.70","79.84","79.59","","0.16%"
"2014-4-30","79.47","79.81","79.92","79.46","","-0.43%"
"2014-5-1","79.53","79.52","79.54","79.41","","0.08%"
"2014-5-2","79.52","79.52","79.85","79.47","","-0.01%"
"2014-5-5","79.49","79.48","79.53","79.43","","-0.04%"
"2014-5-6","79.09","79.50","79.52","79.06","","-0.50%"
"2014-5-7","79.20","79.14","79.25","79.09","","0.14%"
"2014-5-8","79.36","79.23","79.47","78.91","","0.20%"
"2014-5-9","79.90","79.43","79.92","79.42","","0.68%"
"2014-5-12","79.90","79.90","79.92","79.78","","0.00%"
"2014-5-13","80.14","79.90","80.18","79.86","","0.30%"
"2014-5-14","80.07","80.10","80.12","79.99","","-0.09%"
"2014-5-15","80.00","80.06","80.34","79.92","","-0.09%"
"2014-5-16","80.04","80.01","80.12","79.97","","0.05%"
"2014-5-19","79.99","80.08","80.08","79.88","","-0.06%"
"2014-5-20","80.04","80.03","80.13","80.00","","0.06%"
"2014-5-21","80.09","80.04","80.30","79.89","","0.06%"
"2014-5-22","80.25","80.07","80.28","80.07","","0.20%"
"2014-5-23","80.39","80.23","80.44","80.23","","0.17%"
"2014-5-26","80.39","80.40","80.43","80.24","","0.00%"
"2014-5-27","80.35","80.29","80.47","80.17","","-0.05%"
"2014-5-28","80.57","80.34","80.58","80.32","","0.27%"
"2014-5-29","80.49","80.54","80.56","80.36","","-0.10%"
"2014-5-30","80.37","80.49","80.50","80.31","","-0.15%"
"2014-6-2","80.64","80.36","80.68","80.39","","0.34%"
"2014-6-3","80.55","80.63","80.66","80.43","","-0.11%"
"2014-6-4","80.66","80.56","80.68","80.48","","0.14%"
"2014-6-5","80.37","80.65","81.02","80.32","","-0.36%"
"2014-6-6","80.41","80.36","80.53","80.24","","0.05%"
"2014-6-9","80.65","80.43","80.69","80.30","","0.30%"
"2014-6-10","80.82","80.63","80.86","80.55","","0.21%"
"2014-6-11","80.77","80.79","80.90","80.67","","-0.06%"
"2014-6-12","80.58","80.77","80.82","80.52","","-0.24%"
"2014-6-13","80.58","80.58","80.71","80.44","","0.00%"
"2014-6-16","80.47","80.61","80.71","80.42","","-0.14%"
"2014-6-17","80.63","80.45","80.66","80.40","","0.20%"
"2014-6-18","80.58","80.61","80.67","80.36","","-0.06%"
"2014-6-19","80.32","80.41","80.41","80.15","","-0.32%"
"2014-6-20","80.37","80.31","80.49","80.20","","0.06%"
"2014-6-23","80.27","80.37","80.40","80.23","","-0.12%"
"2014-6-24","80.33","80.27","80.43","80.19","","0.07%"
"2014-6-25","80.22","80.32","80.35","80.09","","-0.14%"
"2014-6-26","80.22","80.21","80.38","80.14","","0.00%"
"2014-6-27","80.02","80.21","80.22","80.01","","-0.25%"
"2014-6-30","79.78","80.04","80.08","79.76","","-0.30%"
"2014-7-1","79.81","79.79","79.87","79.74","","0.04%"
"2014-7-2","79.96","79.81","80.00","79.80","","0.19%"
"2014-7-3","80.21","79.95","80.31","79.95","","0.31%"
"2014-7-4","80.27","80.22","80.30","80.18","","0.07%"
"2014-7-7","80.22","80.25","80.36","80.19","","-0.06%"
"2014-7-8","80.18","80.22","80.30","80.14","","-0.05%"
"2014-7-9","79.99","80.17","80.23","79.98","","-0.24%"
"2014-7-10","80.13","80.02","80.20","79.98","","0.18%"
"2014-7-11","80.19","80.12","80.23","80.03","","0.07%"
"2014-7-14","80.19","80.22","80.25","80.08","","0.00%"
"2014-7-15","80.39","80.17","80.41","80.14","","0.25%"
"2014-7-16","80.56","80.39","80.58","80.38","","0.21%"
"2014-7-17","80.50","80.53","80.59","80.47","","-0.07%"
"2014-7-18","80.52","80.54","80.69","80.48","","0.02%"
"2014-7-21","80.56","80.52","80.60","80.42","","0.05%"
"2014-7-22","80.78","80.56","80.84","80.54","","0.27%"
"2014-7-23","80.82","80.78","80.83","80.72","","0.05%"
"2014-7-24","80.87","80.83","80.91","80.73","","0.06%"
"2014-7-25","81.03","80.86","81.08","80.80","","0.20%"
"2014-7-28","81.03","81.04","81.05","80.98","","0.00%"
"2014-7-29","81.21","81.01","81.25","80.99","","0.22%"
"2014-7-30","81.43","81.21","81.55","81.18","","0.27%"
"2014-7-31","81.46","81.42","81.57","81.38","","0.04%"
"2014-8-1","81.30","81.44","81.53","81.19","","-0.20%"
"2014-8-4","81.33","81.30","81.38","81.29","","0.04%"
"2014-8-5","81.33","81.32","81.63","81.29","","0.00%"
"2014-8-6","81.44","81.54","81.72","81.40","","0.14%"
"2014-8-7","81.52","81.42","81.64","81.38","","0.10%"
"2014-8-8","81.45","81.53","81.60","81.26","","-0.09%"
"2014-8-11","81.47","81.42","81.49","81.40","","0.02%"
"2014-8-12","81.50","81.46","81.68","81.47","","0.04%"
"2014-8-13","81.60","81.52","81.68","81.36","","0.12%"
"2014-8-14","81.59","81.61","81.69","81.41","","-0.01%"
"2014-8-15","81.42","81.60","81.62","81.38","","-0.21%"
"2014-8-18","81.58","81.43","81.61","81.38","","0.20%"
"2014-8-19","81.88","81.58","81.90","81.59","","0.37%"
"2014-8-20","82.23","81.87","82.28","81.87","","0.43%"
"2014-8-21","82.15","82.24","82.36","82.10","","-0.10%"
"2014-8-22","82.34","82.16","82.46","82.06","","0.23%"
"2014-8-25","82.55","82.61","82.59","82.45","","0.26%"
"2014-8-26","82.65","82.59","82.70","82.43","","0.12%"
"2014-8-27","82.43","82.67","82.73","82.40","","-0.27%"
"2014-8-28","82.48","82.47","82.59","82.31","","0.06%"
"2014-8-29","82.75","82.48","82.75","82.42","","0.33%"
"2014-9-1","82.75","82.77","82.80","82.67","","0.00%"
"2014-9-2","82.99","82.76","83.04","82.75","","0.29%"
"2014-9-3","82.86","82.97","83.06","82.83","","-0.16%"
"2014-9-4","83.82","82.84","83.86","82.84","","1.16%"
"2014-9-5","83.74","83.84","83.94","83.56","","-0.10%"
"2014-9-8","84.23","83.83","84.35","83.80","","0.59%"
"2014-9-9","84.28","84.31","84.52","84.03","","0.06%"
"2014-9-10","84.28","84.14","84.42","84.05","","0.00%"
"2014-9-11","84.30","84.20","84.34","84.07","","0.02%"
"2014-9-12","84.24","84.27","84.41","84.08","","-0.07%"
"2014-9-15","84.26","84.11","84.41","84.15","","0.02%"
"2014-9-16","84.07","84.24","84.37","83.86","","-0.23%"
"2014-9-17","84.34","84.10","84.78","83.94","","0.32%"
"2014-9-18","84.32","84.80","84.74","84.22","","-0.02%"
"2014-9-19","84.73","84.28","84.80","84.23","","0.49%"
"2014-9-22","84.75","84.78","84.86","84.52","","0.02%"
"2014-9-23","84.66","84.68","84.76","84.36","","-0.11%"
"2014-9-24","85.04","84.71","85.09","84.60","","0.45%"
"2014-9-25","85.19","85.10","85.48","85.05","","0.18%"
"2014-9-26","85.64","85.14","85.69","85.11","","0.53%"
"2014-9-29","85.59","85.62","85.80","85.46","","-0.06%"
"2014-9-30","85.94","85.61","86.22","85.49","","0.41%"
"2014-10-1","85.97","85.92","86.18","85.78","","0.03%"
"2014-10-2","85.60","85.88","85.90","85.45","","-0.43%"
"2014-10-3","86.69","85.62","86.75","85.63","","1.27%"
"2014-10-6","85.93","86.64","86.67","85.64","","-0.88%"
"2014-10-7","85.67","85.79","86.10","85.55","","-0.30%"
"2014-10-8","85.30","85.61","85.92","85.20","","-0.43%"
"2014-10-9","85.52","85.28","85.67","84.94","","0.26%"
"2014-10-10","85.91","85.55","85.98","85.40","","0.46%"
"2014-10-13","85.53","85.82","85.75","85.06","","-0.44%"
"2014-10-14","85.82","85.25","85.88","85.28","","0.34%"
"2014-10-15","85.15","85.90","86.01","84.47","","-0.78%"
"2014-10-16","84.95","84.91","85.43","84.74","","-0.23%"
"2014-10-17","85.11","84.91","85.25","84.76","","0.19%"
"2014-10-20","84.95","85.28","85.38","84.91","","-0.19%"
"2014-10-21","85.30","85.02","85.41","84.74","","0.41%"
"2014-10-22","85.74","85.38","85.79","85.23","","0.52%"
"2014-10-23","85.84","85.74","85.94","85.66","","0.12%"
"2014-10-24","85.73","85.84","85.91","85.54","","-0.13%"
"2014-10-27","85.50","85.70","85.71","85.41","","-0.27%"
"2014-10-28","85.41","85.57","85.68","85.24","","-0.11%"
"2014-10-29","85.95","85.40","86.05","85.19","","0.63%"
"2014-10-30","86.15","85.98","86.49","85.99","","0.23%"
"2014-10-31","86.92","86.18","87.13","86.15","","0.89%"
"2014-11-3","87.31","87.08","87.41","87.02","","0.45%"
"2014-11-4","86.98","87.25","87.30","86.88","","-0.38%"
"2014-11-5","87.44","87.01","87.61","86.94","","0.53%"
"2014-11-6","88.01","87.43","88.15","87.13","","0.65%"
"2014-11-7","87.64","88.06","88.19","87.47","","-0.42%"
"2014-11-10","87.81","87.43","87.83","87.22","","0.19%"
"2014-11-11","87.53","87.81","88.06","87.36","","-0.32%"
"2014-11-12","87.82","87.60","87.90","87.39","","0.33%"
"2014-11-13","87.67","87.81","87.88","87.62","","-0.17%"
"2014-11-14","87.53","87.80","88.27","87.40","","-0.16%"
"2014-11-17","87.93","87.51","88.00","87.18","","0.46%"
"2014-11-18","87.58","87.93","87.97","87.51","","-0.40%"
"2014-11-19","87.65","87.67","87.78","87.34","","0.08%"
"2014-11-20","87.59","87.67","87.94","87.49","","-0.07%"
"2014-11-21","88.31","87.63","88.39","87.45","","0.82%"
"2014-11-24","88.15","88.44","88.44","88.07","","-0.18%"
"2014-11-25","87.92","88.20","88.33","87.82","","-0.26%"
"2014-11-26","87.61","87.84","88.04","87.52","","-0.35%"
"2014-11-27","87.61","87.68","88.03","87.53","","0.00%"
"2014-11-28","88.36","88.07","88.39","87.94","","0.86%"
"2014-12-1","87.95","88.16","88.45","87.78","","-0.46%"
"2014-12-2","88.65","87.98","88.67","87.95","","0.80%"
"2014-12-3","88.96","88.60","89.00","88.58","","0.35%"
"2014-12-4","88.70","88.94","89.12","88.21","","-0.29%"
"2014-12-5","89.33","88.58","89.47","88.58","","0.71%"
"2014-12-8","89.04","89.40","89.55","88.91","","-0.32%"
"2014-12-9","88.69","89.18","89.27","88.16","","-0.39%"
"2014-12-10","88.27","88.65","88.81","88.19","","-0.47%"
"2014-12-11","88.66","87.93","88.79","87.91","","0.44%"
"2014-12-12","88.36","88.59","88.64","88.11","","-0.34%"
"2014-12-15","88.46","88.21","88.63","88.17","","0.11%"
"2014-12-16","88.12","88.44","88.51","87.63","","-0.38%"
"2014-12-17","89.13","88.02","89.14","87.90","","1.15%"
"2014-12-18","89.23","89.13","89.40","88.92","","0.11%"
"2014-12-19","89.60","89.24","89.65","89.18","","0.41%"
"2014-12-22","89.77","89.63","89.79","89.37","","0.19%"
"2014-12-23","90.06","89.77","90.16","89.63","","0.32%"
"2014-12-24","89.97","90.04","90.08","89.81","","-0.10%"
"2014-12-25","89.97","89.93","89.96","89.65","","0.00%"
"2014-12-26","90.03","89.87","90.08","89.78","","0.07%"
"2014-12-29","90.19","89.98","90.27","89.79","","0.18%"
"2014-12-30","89.99","90.19","90.33","89.81","","-0.22%"
"2014-12-31","90.27","89.93","90.30","89.86","","0.31%"
"2015-1-1","90.27","90.28","90.38","90.24","","0.00%"
"2015-1-2","91.08","90.36","91.16","90.33","","0.90%"
"2015-1-5","91.38","91.13","91.78","91.23","","0.33%"
"2015-1-6","91.50","91.38","91.81","91.12","","0.13%"
"2015-1-7","91.89","91.75","92.27","91.65","","0.43%"
"2015-1-8","92.37","91.94","92.53","91.94","","0.52%"
"2015-1-9","91.94","92.31","92.50","91.89","","-0.47%"
"2015-1-12","91.98","91.88","92.34","91.72","","0.04%"
"2015-1-13","92.31","92.03","92.43","91.81","","0.36%"
"2015-1-14","92.16","92.23","92.42","91.61","","-0.16%"
"2015-1-15","92.35","92.16","92.75","91.51","","0.21%"
"2015-1-16","92.52","92.10","93.26","92.08","","0.18%"
"2015-1-19","92.52","92.71","92.72","92.33","","0.00%"
"2015-1-20","93.05","92.66","93.10","92.55","","0.57%"
"2015-1-21","92.90","93.07","93.09","92.15","","-0.16%"
"2015-1-22","94.08","92.89","94.50","92.48","","1.27%"
"2015-1-23","94.76","94.21","95.48","94.11","","0.72%"
"2015-1-26","94.80","95.23","95.33","94.59","","0.04%"
"2015-1-27","94.02","94.91","95.01","93.70","","-0.82%"
"2015-1-28","94.47","94.19","94.69","93.97","","0.48%"
"2015-1-29","94.78","94.58","95.01","94.33","","0.33%"
"2015-1-30","94.80","94.67","94.92","94.43","","0.02%"
"2015-2-2","94.50","94.58","94.88","94.37","","-0.32%"
"2015-2-3","93.60","94.57","94.70","93.25","","-0.95%"
"2015-2-4","93.99","93.71","94.59","93.61","","0.42%"
"2015-2-5","93.57","94.40","94.55","93.42","","-0.45%"
"2015-2-6","95.85","93.60","95.85","93.52","","2.44%"
"2015-2-9","94.45","94.81","94.88","94.36","","-1.46%"
"2015-2-10","94.76","94.54","94.88","94.40","","0.33%"
"2015-2-11","94.98","94.69","95.11","94.64","","0.23%"
"2015-2-12","94.09","94.88","94.97","93.98","","-0.94%"
"2015-2-13","94.20","94.20","94.31","93.90","","0.12%"
"2015-2-16","94.20","94.10","94.54","93.90","","0.00%"
"2015-2-17","94.06","94.42","94.51","93.80","","-0.15%"
"2015-2-18","94.20","94.16","94.53","93.98","","0.15%"
"2015-2-19","94.40","94.11","94.45","93.83","","0.21%"
"2015-2-20","94.34","94.41","94.79","94.05","","-0.06%"
"2015-2-23","94.57","94.22","94.92","94.28","","0.24%"
"2015-2-24","94.49","94.58","94.98","94.43","","-0.08%"
"2015-2-25","94.21","94.41","94.48","94.13","","-0.30%"
"2015-2-26","95.29","94.19","95.36","94.06","","1.15%"
"2015-2-27","95.32","95.19","95.36","94.91","","0.03%"
"2015-3-2","95.46","95.38","95.51","95.06","","0.15%"
"2015-3-3","95.38","95.50","95.57","95.10","","-0.08%"
"2015-3-4","95.97","95.39","96.06","95.32","","0.62%"
"2015-3-5","96.38","95.95","96.59","95.84","","0.43%"
"2015-3-6","97.61","96.35","97.73","96.30","","1.28%"
"2015-3-9","97.59","97.80","97.78","97.29","","-0.02%"
"2015-3-10","98.62","97.73","98.81","97.78","","1.06%"
"2015-3-11","99.80","98.64","99.98","98.49","","1.20%"
"2015-3-12","99.44","99.68","100.06","98.65","","-0.36%"
"2015-3-13","100.33","99.21","100.39","99.20","","0.90%"
"2015-3-16","99.60","100.32","100.27","99.32","","-0.73%"
"2015-3-17","99.58","99.68","99.83","99.23","","-0.02%"
"2015-3-18","98.55","99.63","99.80","96.63","","-1.03%"
"2015-3-19","99.26","97.81","99.46","97.21","","0.72%"
"2015-3-20","97.91","99.07","99.12","97.45","","-1.36%"
"2015-3-23","97.03","97.65","98.24","96.83","","-0.90%"
"2015-3-24","97.19","96.92","97.38","96.39","","0.16%"
"2015-3-25","96.98","97.22","97.30","96.54","","-0.22%"
"2015-3-26","97.44","96.90","97.55","96.17","","0.47%"
"2015-3-27","97.29","97.38","97.92","96.99","","-0.15%"
"2015-3-30","97.97","97.37","98.07","97.42","","0.70%"
"2015-3-31","98.36","97.92","98.67","97.83","","0.40%"
"2015-4-1","98.19","98.42","98.64","97.98","","-0.17%"
"2015-4-2","97.44","98.18","98.28","97.33","","-0.76%"
"2015-4-3","96.55","97.56","97.61","96.39","","-0.91%"
"2015-4-6","96.78","96.59","97.24","96.33","","0.24%"
"2015-4-7","97.83","97.05","98.02","96.93","","1.08%"
"2015-4-8","97.94","97.86","98.20","97.25","","0.11%"
"2015-4-9","99.16","98.04","99.18","98.04","","1.25%"
"2015-4-10","99.34","98.97","99.69","98.84","","0.18%"
"2015-4-13","99.49","99.47","99.99","99.23","","0.15%"
"2015-4-14","98.73","99.46","99.70","98.37","","-0.76%"
"2015-4-15","98.32","98.79","99.36","98.22","","-0.42%"
"2015-4-16","97.42","98.39","98.72","97.28","","-0.92%"
"2015-4-17","97.52","97.65","97.82","97.00","","0.10%"
"2015-4-20","97.94","97.34","98.07","97.33","","0.43%"
"2015-4-21","98.00","97.95","98.45","97.64","","0.06%"
"2015-4-22","97.93","97.95","98.12","97.43","","-0.07%"
"2015-4-23","97.28","98.05","98.42","97.14","","-0.66%"
"2015-4-24","96.92","97.33","97.56","96.75","","-0.37%"
"2015-4-27","96.77","96.95","97.28","96.47","","-0.15%"
"2015-4-28","96.09","96.79","96.93","96.01","","-0.70%"
"2015-4-29","95.21","96.12","96.18","94.68","","-0.92%"
"2015-4-30","94.60","95.20","95.45","94.40","","-0.64%"
"2015-5-1","95.30","94.83","95.40","94.50","","0.74%"
"2015-5-4","95.48","95.25","95.64","95.04","","0.19%"
"2015-5-5","95.08","95.44","95.95","94.88","","-0.42%"
"2015-5-6","94.09","95.18","95.22","93.88","","-1.04%"
"2015-5-7","94.64","94.11","94.83","93.89","","0.58%"
"2015-5-8","94.79","94.64","95.06","94.32","","0.16%"
"2015-5-11","95.01","94.79","95.26","94.80","","0.23%"
"2015-5-12","94.53","95.06","95.16","94.24","","-0.51%"
"2015-5-13","93.62","94.55","94.59","93.46","","-0.96%"
